,LoanID,MOB,Term,Status,Amount,Coupon,ParSpread,ParYield,ModYield,AvgYield,ActYield,ModPrice,AvgPrice,ActPrice
1444907,3160173.0,15.0,60.0,3.0,18000.0,23.28,-2.19495049192,-0.224150491917,-56.2053777642,,0.0,41.7998798377,41.7998798377,100.0
1444908,3160173.0,16.0,60.0,4.0,18000.0,23.28,0.0,-0.224150491917,0.0,0.0,0.0,0.0,0.0,0.0
1558700,3292563.0,1.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.02145378074,-15.8613833217,6.98289641205,105.11091695,105.11091695,100.0
1558701,3292563.0,2.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-10.2858146016,-20.1529250302,6.51558734236,96.1265035823,96.1265035823,100.0
1558702,3292563.0,3.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-11.6101462298,-25.5926956012,6.01965577123,93.5978375522,93.5978375522,100.0
1558703,3292563.0,4.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-9.37795877383,-22.8163999224,5.49288586572,97.319610539,97.319610539,100.0
1558704,3292563.0,5.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-10.2412336349,-23.9750773159,4.93273045154,95.7793414954,95.7793414954,100.0
1558705,3292563.0,6.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-8.99951382005,-20.9962393948,4.33650477263,98.1174684898,98.1174684898,100.0
1558706,3292563.0,7.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-4.70654618629,-17.4440398366,3.70117265804,105.89291368,105.89291368,100.0
1558707,3292563.0,8.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-7.02535751349,-14.7091870725,3.02338588213,101.402113034,101.402113034,100.0
1558708,3292563.0,9.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-11.82256458,-25.8335414711,2.29948943244,93.1642451207,93.1642451207,100.0
1558709,3292563.0,10.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-6.49084600642,-14.8317734966,1.52548568077,102.218233661,102.218233661,100.0
1558710,3292563.0,11.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-7.48769501564,-15.9182458299,0.696770124294,100.683427546,100.683427546,100.0
1558711,3292563.0,12.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-14.175500018,-25.3189094908,-0.191532547951,90.7684786534,90.7684786534,100.0
1558712,3292563.0,13.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-3.66404863577,-12.2358406506,-1.14492769833,106.891834185,106.891834185,100.0
1558713,3292563.0,14.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-10.4799459123,-22.7915895904,-2.16958237339,95.9464892138,95.9464892138,100.0
1558714,3292563.0,15.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-8.26424519294,-17.8495442623,-3.27235823182,99.5437758767,99.5437758767,100.0
1558715,3292563.0,16.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-6.06139191747,-15.0318873065,-4.4607416258,102.931648925,102.931648925,100.0
1558716,3292563.0,17.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-4.32460255584,-13.8856168474,-5.7432362149,105.768726321,105.768726321,100.0
1558717,3292563.0,18.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-10.1834620289,-18.4566529172,-7.12921659083,96.8682468613,96.8682468613,100.0
1558718,3292563.0,19.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-2.84284398416,-10.9645287009,-8.62925536098,107.648832881,107.648832881,100.0
1558719,3292563.0,20.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-16.4352726922,-28.9029774565,-10.2550319795,87.9926348124,87.9926348124,100.0
1558720,3292563.0,21.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-15.0736149524,-24.353578876,-12.0196309241,90.6045565836,90.6045565836,100.0
1558721,3292563.0,22.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-7.83379727024,-14.0579927069,-13.9376274374,100.259914842,100.259914842,100.0
1558722,3292563.0,23.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.80008621191,-11.7464242297,-16.0250966702,102.841264251,102.841264251,100.0
1558723,3292563.0,24.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-3.88965007991,-9.72795968099,-18.3001162175,105.429284776,105.429284776,100.0
1558724,3292563.0,25.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-6.25138465002,-10.68130666,-20.7822869377,102.123478942,102.123478942,100.0
1558725,3292563.0,26.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.354124249,-12.5864472909,-23.4933511142,103.504674188,103.504674188,100.0
1558726,3292563.0,27.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-8.0560019844,-14.9445437609,-26.4567344536,99.9943478009,99.9943478009,100.0
1558727,3292563.0,28.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-9.54739511669,-16.9717521633,-29.6973667376,98.1448213448,98.1448213448,100.0
1558728,3292563.0,29.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.88074912365,-11.4182163843,-33.2415401804,102.615134601,102.615134601,100.0
1558729,3292563.0,30.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,1.09134413517,-2.05651654728,-37.115243452,111.027562397,111.027562397,100.0
1558730,3292563.0,31.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.055587086,-10.6108947483,-41.3434489282,103.564626735,103.564626735,100.0
1558731,3292563.0,32.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-2.44687430493,-7.09209050298,-45.9466171087,106.321650588,106.321650588,100.0
1558732,3292563.0,33.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-3.57819661784,-8.49259518651,-50.9375141964,105.137493036,105.137493036,100.0
1558733,3292563.0,34.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-8.46448312304,-10.5011864048,-56.3140530701,99.6814543512,99.6814543512,100.0
1558734,3292563.0,35.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-6.61900384142,-8.95213604018,-62.0508642305,101.515789355,101.515789355,100.0
1558735,3292563.0,36.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-4.99724196348,-7.53707549008,-68.0855125081,103.127204703,103.127204703,100.0
1558736,3292563.0,37.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-6.76967213533,-9.58620532842,-74.3011161306,101.289526471,101.289526471,100.0
1558737,3292563.0,38.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.579721367,-8.23959068595,-80.5054897338,102.4251411,102.4251411,100.0
1558738,3292563.0,39.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-11.5083590887,-13.3527306457,-86.4120115377,97.0030830488,97.0030830488,100.0
1558739,3292563.0,40.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,3.14831539541,2.32203806314,-91.6384970505,109.811965846,109.811965846,100.0
1558740,3292563.0,41.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-5.40979769755,-6.064345976,-95.7552455218,102.29990675,102.29990675,100.0
1558741,3292563.0,42.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,0.989449035708,1.42838329314,-98.4292657806,107.407152785,107.407152785,100.0
1558742,3292563.0,43.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,0.527577834356,0.910500173084,-99.6699060987,106.612950981,106.612950981,100.0
1558743,3292563.0,44.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-0.831748743223,0.0168511627041,-99.9779691619,105.184559459,105.184559459,100.0
1558744,3292563.0,45.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,3.1561998553,4.5403014451,-99.9999153613,107.486935756,107.486935756,100.0
1558745,3292563.0,46.0,60.0,0.0,16800.0,16.29,-9.37986049104,-7.40906049104,-3.71424403288,0.346065734724,0.0,102.84563898,102.84563898,100.0
1558746,3292563.0,47.0,60.0,0.0,16800.0,16.29,0.0,-7.40906049104,0.0,0.0,0.0,0.0,0.0,0.0
2069494,4289908.0,1.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,17.0154869141,13.891311231,25.5247769204,103.207091345,103.207091345,100.0
2069495,4289908.0,2.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,16.9773938742,11.7825467012,25.5248212643,103.420473608,103.420473608,100.0
2069496,4289908.0,3.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,7.98922194999,4.62392571817,25.5247758224,93.6820501631,93.6820501631,100.0
2069497,4289908.0,4.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,13.5437383842,7.60412326755,25.5247907226,99.0381621525,99.0381621525,100.0
2069498,4289908.0,5.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,13.9794386607,9.13764599636,25.5248275962,99.6113591497,99.6113591497,100.0
2069499,4289908.0,6.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,14.2101525089,8.99856633516,25.5248256055,99.8719083276,99.8719083276,100.0
2069500,4289908.0,7.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,16.3410895851,12.2638400679,25.5247786485,102.516369886,102.516369886,100.0
2069501,4289908.0,8.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,13.2781317853,7.50708233783,25.5247613818,98.677180116,98.677180116,100.0
2069502,4289908.0,9.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,14.3910575459,9.2102753662,25.5247597914,100.099278464,100.099278464,100.0
2069503,4289908.0,10.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,16.9480952089,13.3034070316,25.5248560938,103.195980256,103.195980256,100.0
2069504,4289908.0,11.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,12.7174080352,7.35880650201,25.5247508803,98.2488064104,98.2488064104,100.0
2069505,4289908.0,12.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,18.4017414323,14.6336568422,25.5248773551,105.05085305,105.05085305,100.0
2069506,4289908.0,13.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,14.4644712621,9.77245161114,25.5248427273,100.203681883,100.203681883,100.0
2069507,4289908.0,14.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,14.4684048409,9.32142834406,25.5247791392,100.198837162,100.198837162,100.0
2069508,4289908.0,15.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,11.5488350195,6.07534471177,25.5249441569,97.0438873535,97.0438873535,100.0
2069509,4289908.0,16.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,10.2621604563,4.85490347071,25.5250907343,95.8707997451,95.8707997451,100.0
2069510,4289908.0,17.0,60.0,0.0,19500.0,22.95,12.887886313,14.858686313,11.050505593,5.1763142072,0.0,96.421896736,96.421896736,100.0
2069511,4289908.0,18.0,60.0,5.0,19500.0,22.95,0.0,14.858686313,0.0,0.0,0.0,0.0,0.0,0.0
2527774,5624593.0,1.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,6.75420439817,-4.29571767731,10.0739984122,131.366688288,131.366688288,100.0
2527775,5624593.0,2.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-4.54318311103,-20.2101915168,9.3565716059,107.922388467,107.922388467,100.0
2527776,5624593.0,3.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-7.92429294767,-23.9363968124,8.59267103174,101.621263192,101.621263192,100.0
2527777,5624593.0,4.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-5.23980912966,-16.8347889232,7.77848956117,105.84893236,105.84893236,100.0
2527778,5624593.0,5.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-2.66993601693,-13.39574178,6.90979100473,109.971767415,109.971767415,100.0
2527779,5624593.0,6.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-0.838656933904,-15.9154433723,5.98193444999,115.242917016,115.242917016,100.0
2527780,5624593.0,7.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-3.50726072038,-17.7045438544,4.98982875414,109.460998536,109.460998536,100.0
2527781,5624593.0,8.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-1.91317505215,-15.024526241,3.92785647956,111.96715532,111.96715532,100.0
2527782,5624593.0,9.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-4.08165102437,-19.4381599187,2.78978858234,108.362148998,108.362148998,100.0
2527783,5624593.0,10.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-6.57881978413,-21.0085806712,1.56879517254,103.705267732,103.705267732,100.0
2527784,5624593.0,11.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,0.514422247197,-11.1999703028,0.257270464898,115.686160313,115.686160313,100.0
2527785,5624593.0,12.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-5.55416493582,-18.4365424155,-1.15311383244,105.368140824,105.368140824,100.0
2527786,5624593.0,13.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-1.67724944421,-11.1032022116,-2.67165558286,110.759914902,110.759914902,100.0
2527787,5624593.0,14.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-4.23059065377,-17.855612146,-4.3085200874,107.64511316,107.64511316,100.0
2527788,5624593.0,15.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-10.1006446251,-25.6256392553,-6.07506153989,98.1561720677,98.1561720677,100.0
2527789,5624593.0,16.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-2.76594582073,-16.4817638673,-7.9836908278,109.718894171,109.718894171,100.0
2527790,5624593.0,17.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-1.70977523541,-13.4482727108,-10.0481756416,111.214828313,111.214828313,100.0
2527791,5624593.0,18.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-1.255115558,-11.8703489039,-12.2835133819,111.815751328,111.815751328,100.0
2527792,5624593.0,19.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-4.8592874773,-16.1934667084,-14.7062424486,105.988294246,105.988294246,100.0
2527793,5624593.0,20.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-6.94537206187,-17.4219104416,-17.3342499549,102.803728874,102.803728874,100.0
2527794,5624593.0,21.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-0.502130985969,-10.0919611912,-20.1868261842,112.251882996,112.251882996,100.0
2527795,5624593.0,22.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,0.652918191816,-7.85026289564,-23.2845599496,113.162220716,113.162220716,100.0
2527796,5624593.0,23.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-2.56576729453,-12.8452144323,-26.6489394899,108.604048624,108.604048624,100.0
2527797,5624593.0,24.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-7.05131989725,-15.8098639925,-30.3019496974,102.472003341,102.472003341,100.0
2527798,5624593.0,25.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-1.18328339799,-7.13857410864,-34.2649643285,109.689968154,109.689968154,100.0
2527799,5624593.0,26.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,1.97219232015,-5.13716525313,-38.5576276846,114.011065895,114.011065895,100.0
2527800,5624593.0,27.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-5.04364483209,-14.2827786008,-43.1952965918,105.058379721,105.058379721,100.0
2527801,5624593.0,28.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-5.74245912625,-15.9090791355,-48.1859705446,104.150878401,104.150878401,100.0
2527802,5624593.0,29.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-3.39726374568,-10.6727627351,-53.5253249421,106.708524574,106.708524574,100.0
2527803,5624593.0,30.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-2.69269332459,-10.5376953123,-59.1898361255,107.828506054,107.828506054,100.0
2527804,5624593.0,31.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-5.90989722309,-12.25850017,-65.1271106044,103.574337452,103.574337452,100.0
2527805,5624593.0,32.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-1.51476723636,-7.95443129597,-71.2434507245,108.2661338,108.2661338,100.0
2527806,5624593.0,33.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,1.88987792851,-2.1177263125,-77.3889850861,111.913177909,111.913177909,100.0
2527807,5624593.0,34.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-2.44413506498,-8.5609085827,-83.3432745023,106.892235731,106.892235731,100.0
2527808,5624593.0,35.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-0.735358371003,-6.52250946279,-88.8091690209,108.736783592,108.736783592,100.0
2527809,5624593.0,36.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-0.840583025034,-3.19502228921,-93.4314029455,107.838564953,107.838564953,100.0
2527810,5624593.0,37.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-6.88178374486,-9.48511671094,-96.8677704078,102.074176885,102.074176885,100.0
2527811,5624593.0,38.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-0.144330693398,-2.04255945794,-98.9369091038,108.042910192,108.042910192,100.0
2527812,5624593.0,39.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,2.61911558558,0.739159155069,-99.8031313035,110.116834868,110.116834868,100.0
2527813,5624593.0,40.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-7.1033152488,-9.12998330225,-99.9892689612,101.650544407,101.650544407,100.0
2527814,5624593.0,41.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-9.72139128507,-9.84239305735,-99.9999718165,99.5536862555,99.5536862555,100.0
2527815,5624593.0,42.0,60.0,0.0,30225.0,22.47,-10.3459696022,-8.37516960216,-0.2557474316,-0.27265739456,0.0,106.990353259,106.990353259,100.0
2527816,5624593.0,43.0,60.0,0.0,30225.0,22.47,0.0,-8.37516960216,0.0,0.0,0.0,0.0,0.0,0.0
2639113,5765769.0,1.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-13.3084661772,-17.0382029241,19.4099033663,93.3732447261,93.3732447261,100.0
2639114,5765769.0,2.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-10.988033443,-18.4985147083,19.4178250078,95.6730778812,95.6730778812,100.0
2639115,5765769.0,3.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-9.42862277746,-15.8472170646,19.4267616292,97.8762604168,97.8762604168,100.0
2639116,5765769.0,4.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-17.0326679264,-25.7426884132,19.436863142,87.3803675491,87.3803675491,100.0
2639117,5765769.0,5.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-5.79661466928,-13.9012006575,19.4480752328,103.183990523,103.183990523,100.0
2639118,5765769.0,6.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-13.6284323035,-22.4908482301,19.4608294289,92.1530486508,92.1530486508,100.0
2639119,5765769.0,7.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-9.22678336373,-19.3317639531,19.475402865,98.0177582703,98.0177582703,100.0
2639120,5765769.0,8.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-12.1620397604,-18.098875077,19.4918224205,94.5584061152,94.5584061152,100.0
2639121,5765769.0,9.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-11.7514756196,-19.4285194505,19.5108628088,94.7837896493,94.7837896493,100.0
2639122,5765769.0,10.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-6.15555707259,-13.5662464725,19.5334491132,102.520552756,102.520552756,100.0
2639123,5765769.0,11.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-5.91654469756,-10.8418310056,19.5600996751,102.593519433,102.593519433,100.0
2639124,5765769.0,12.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-12.4682770365,-15.5122582146,19.5923547496,94.9802599894,94.9802599894,100.0
2639125,5765769.0,13.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-12.4405746374,-14.895139512,19.6319895853,95.0804007178,95.0804007178,100.0
2639126,5765769.0,14.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-10.2552634365,-15.4016517317,19.682195665,97.1683533097,97.1683533097,100.0
2639127,5765769.0,15.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,0.0313759471032,-2.22799234237,19.7468414076,109.496727652,109.496727652,100.0
2639128,5765769.0,16.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-8.81266069062,-15.7747194639,19.8345347961,98.8858772749,98.8858772749,100.0
2639129,5765769.0,17.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-9.51930599394,-18.3318749579,19.9585015587,97.8410958134,97.8410958134,100.0
2639130,5765769.0,18.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-10.8133038365,-14.5631634611,20.1479667576,96.6204299365,96.6204299365,100.0
2639131,5765769.0,19.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-8.71121895497,-15.9289272038,20.4723068766,99.07020922,99.07020922,100.0
2639132,5765769.0,20.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-7.59194432961,-15.7135297661,21.1566029903,100.501357899,100.501357899,100.0
2639133,5765769.0,21.0,60.0,0.0,4800.0,17.77,-9.33162345113,-7.36082345113,-13.9930288333,-16.3678375843,0.0,93.5995134991,93.5995134991,100.0
2639134,5765769.0,22.0,60.0,5.0,4800.0,17.77,0.0,-7.36082345113,0.0,0.0,0.0,0.0,0.0,0.0
3262804,6706121.0,1.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,6.4013417864,0.223772347268,23.8849120687,102.871729802,102.871729802,100.0
3262805,6706121.0,2.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,5.76467360008,-2.82915456419,23.886291435,102.226663632,102.226663632,100.0
3262806,6706121.0,3.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,6.13430237605,-1.9195209167,23.8879370561,102.672385052,102.672385052,100.0
3262807,6706121.0,4.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,6.27947786428,2.20567694668,23.8899717998,102.500142274,102.500142274,100.0
3262808,6706121.0,5.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,0.617505125731,-8.09049015071,23.8925675222,95.0962287973,95.0962287973,100.0
3262809,6706121.0,6.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,9.5013039798,3.53620737979,23.8958334699,107.181144555,107.181144555,100.0
3262810,6706121.0,7.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,10.1992271339,5.25134009526,23.9001925772,108.213132602,108.213132602,100.0
3262811,6706121.0,8.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,13.6576807518,8.76508161829,23.9063849251,113.848420897,113.848420897,100.0
3262812,6706121.0,9.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,13.2318950792,7.68499833619,23.9156096211,112.472693803,112.472693803,100.0
3262813,6706121.0,10.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,11.0943353317,7.38896099169,23.9309712279,108.805862296,108.805862296,100.0
3262814,6706121.0,11.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,9.77822223861,6.12620029872,23.9619853292,106.831388406,106.831388406,100.0
3262815,6706121.0,12.0,60.0,0.0,33600.0,21.6,2.8156906901,4.7864906901,2.87412820875,-3.49789058122,0.0,98.4407265446,98.4407265446,100.0
3262816,6706121.0,13.0,60.0,5.0,33600.0,21.6,0.0,4.7864906901,0.0,0.0,0.0,0.0,0.0,0.0
3668538,7369931.0,1.0,60.0,0.0,14500.0,9.99,3.58276589357,5.55356589357,6.03168447123,3.49983088047,-9.72808482913,101.609545938,101.609545938,100.0
3668539,7369931.0,2.0,60.0,0.0,14500.0,9.99,3.58276589357,5.55356589357,3.83513191372,-0.65218757606,-10.6286442779,97.8646241761,97.8646241761,100.0
3668540,7369931.0,3.0,60.0,0.0,14500.0,9.99,3.58276589357,5.55356589357,3.25432634241,-0.198076662485,-11.5857020787,97.0543324017,97.0543324017,100.0
3668541,7369931.0,4.0,60.0,0.0,14500.0,9.99,3.58276589357,5.55356589357,2.80698697273,-1.6664778504,-12.6037812898,96.3639856985,96.3639856985,100.0
